sn,sector,company_name,ticker,company_id,year,quarter,period,month,no._of_months,turnoverrevenue_gross_earnings_gross_premium_income_n(k),profit_before_tax_n(k),profit_after_tax_n(k),total_comprehensive_income_n(k),property_plant_and__equipment_n(k),total_asset_n(k),total_liabilities_n(k),issued_share_capital_n(k)
786,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2016,3,2016:Q3,SEP,9,442092000,148716000,133521000,239413000,1141540000,1501249000,752823000,8520000
787,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2016,4,2016:Q4,DEC,12,615103000,180929000,142858000,243559000,1155711000,1527908000,730563000,8520000
788,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2017,1,2017:Q1,MAR,3,208166000,77317000,55866000,57116000,1151327000,1578755000,709588000,8520000
789,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2017,2,2017:Q2,JUN,6,412676000,155581000,109713000,135856000,1191628000,1637979000,815291000,8520000
790,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2017,3,2017:Q3,SEP,9,603575000,220182000,154122000,172355000,1197425000,1545562000,781692000,8520000
791,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2017,4,2017:Q4,DEC,12,805582000,289590000,204248000,200676000,1192140000,1665883000,884523000,8520000
792,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2018,1,2018:Q1,MAR,3,242116000,108403000,72123000,82873000,1195138000,1718977000,854744000,8520000
793,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2018,2,2018:Q2,JUN,6,482439000,185538000,113164000,125438000,1192140000,1665883000,884523000,8520000
794,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2018,3,2018:Q3,SEP,9,685290000,247364000,158277000,179842000,1175487000,1695582000,913305000,8520000
795,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2018,4,2018:Q4,DEC,12,901213000,300806000,390325000,384178000,1171864000,1694463000,707850000,8520000
796,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2019,1,2019:Q1,MAR,3,240157000,78960000,60254000,60096000,1188079000,1742057000,695348000,8520000
797,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2019,2,2019:Q2,JUN,6,467730000,155488000,119240000,117276000,1185340000,1656431000,825190000,8520000
798,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2019,3,2019:Q3,SEP,9,679791000,197680000,154350000,142617000,1190696000,1644157000,787575000,8520000
799,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2019,4,2019:Q4,DEC,12,89167100,25057900,20052100,18410900,120674900,174135100,84341400,852000
800,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2020,1,2020:Q1,MAR,3,249182000,88057000,60592000,50558000,1239382000,1797614000,849119000,8520000
801,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2020,2,2020:Q2,JUN,6,476852000,162851000,126143000,114078000,1251857000,1805198000,1065831000,8520000
802,INDUSTRIAL GOODS,Dangote Cement Plc,DANGCEM,45,2020,3,2020:Q3,SEP,9,761444000,271960000,208685000,192544000,1259906000,1848892000,1030617000,50950000
803,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2015,1,2015:Q1,DEC,3,10672118,-975265,-900758,-900758,22865579,53763525,57735456,2500000
804,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2015,2,2015:Q2,MAR,6,21971387,-7045306,-6781146,-6781146,25574756,55832807,53005821,2500000
805,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2015,3,2015:Q3,JUN,9,33102521,-9554431,-9113036,-9113036,25476947,55282206,54787110,2500000
806,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2015,4,2015:Q4,SEP,12,48026674,-12466208,-12679305,-12679305,23027073,49354982,52426155,2500000
807,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2016,1,2016:Q1,DEC,15,105765324,11818966,10569287,10569287,25103593,78979982,54793676,2500000
808,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2016,2,2016:Q2,MAR,6,26448709,894415,1020931,1020931,22750743,61574602,49650330,2500000
809,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2016,3,2016:Q3,JUN,9,49849183,2643577,2842441,2842441,23630883,66783407,53037625,2500000
810,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2016,4,2016:Q4,SEP,12,78107561,5542612,5541787,5541787,24174117,73137864,56692736,2500000
811,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2017,1,2017:Q1,MAR,3,29045907,3981481,2595652,2595652,24829291,95407439,68622481,2500000
812,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2017,2,2017:Q2,JUN,6,64855975,8796071,5751461,5751461,31292785,112241544,84167728,2500000
813,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2017,3,2017:Q3,SEP,9,100279631,18009621,13052852,13052852,31086624,129089829,93714622,2500000
814,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2017,4,2017:Q4,DEC,12,125444270,22439871,15129206,15129206,31150740,129357118,91905557,2500000
815,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2018,1,2018:Q1,MAR,3,26509833,2261743,1581597,1581597,35130609,113919183,74886021,2500000
816,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2018,2,2018:Q2,JUN,6,56390514,4399704,3251335,3251335,36273999,134596902,94894006,2500000
817,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2018,3,2018:Q3,SEP,9,83299190,4449933,3262346,3262346,37761800,140956518,101242611,2500000
818,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2018,4,2018:Q4,DEC,12,112341977,-1191071,-1157887,-1157887,36047311,120743648,86078533,2500000
819,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2019,1,2019:Q1,MAR,3,22956759,-3546361,-2898660,-2898660,35130609,105147990,73381535,2500000
820,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2019,2,2019:Q2,JUN,6,48740612,-8673499,-6172675,-6172675,39472249,98330837,69838397,2500000
821,CONSUMER GOODS,Dangote Flour Plc,DANGFLOUR,46,2019,3,2019:Q3,SEP ,9,76759380,-9643255,-6840639,-6840639,37986706,99474860,71650385,2500000
822,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2015,1,2015:Q1,MAR,3,22522392,3798082,2374004,2374004,49979210,96759828,37169437,6000000
823,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2015,2,2015:Q2,JUN,6,51120286,9802248,6311923,6311923,51537506,100433216,47507580,6000000
824,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2015,3,2015:Q3,SEP,9,73046297,14224235,9335011,9335011,51358848,93185124,37236394,6000000
825,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2015,4,2015:Q4,DEC,12,101057905,16548299,11535062,11535062,54799801,102624834,44476052,6000000
826,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2016,1,2016:Q1,MAR,3,32617172,5112896,3338675,3338675,55885063,108245725,46758267,6000000
827,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2016,2,2016:Q2,JUN,6,70471846,11155582,7381525,7381525,55436310,111679587,52149280,6000000
828,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2016,3,2016:Q3,SEP,9,115253189,15318723,10117054,10117054,54946789,122666410,60400574,6000000
829,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2016,4,2016:Q4,DEC,12,169724936,19614434,14395938,14395938,54802604,176381640,112229610,6000000
830,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2017,1,2017:Q1,MAR,3,59527455,7041396,4758106,4758106,53583821,198442307,127532172,6000000
831,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2017,2,2017:Q2,JUN,6,118676745,25253510,17101257,17101257,55600103,265161964,127108677,6000000
832,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2017,4,2017:Q4,DEC,12,204422379,53598868,39783605,39783605,59413689,195080449,102344814,6000000
833,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2018,1,2018:Q1,MAR,3,41138323,8393570,5279053,5279053,68144035,194786734,87353656,6000000
834,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2018,2,2018:Q2,JUN,6,84007201,19904727,12717006,12717005,67537356,187178855,87307828,6000000
835,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2018,3,2018:Q3,SEP,9,116755536,26207150,16709600,16709599,59741247,177512877,73649254,6000000
836,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2018,4,2018:Q4,DEC,12,150373083,34601057,21976468,21976467,64256114,175116627,76141439,6000000
837,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2019,1,2019:Q1,MAR,3,38146053,10701544,7004292,7004292,63795469,185203738,79224260,6000000
838,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2019,2,2019:Q2,JUN,6,80363863,17032327,10976112,10976112,66678569,171228621,74477323,6000000
839,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2019,3,2019:Q3,SEP,9,117424803,22968453,14702524,14702524,68648222,169657721,69180014,6000000
840,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2020,1,2020:Q1,MAR,3,47643021,9509690,6372474,6372474,63555790,233873921,119364983,6000000
841,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2020,2,2020:Q2,JUN,6,103233771,17044221,11580678,11580678,84205071,229204797,109487655,6000000
842,CONSUMER GOODS,Dangote Sugar Refinery Plc,DANGSUGAR,47,2020,3,2020:Q3,SEP,9,160513993,29077648,26629580,26629580,93953690,270410457,148844414,6073439
843,FINANCIAL SERVICES: OTHERS,Deap Capital Management & Trust Plc,DEAPCAP,48,2018,1,2018:Q1,DEC,3,,-8658,-8658,-8658,111,438380,2472712,750000
844,FINANCIAL SERVICES: OTHERS,Deap Capital Management & Trust Plc,DEAPCAP,48,2018,4,2018:Q4,SEP,12,,-30882,-30882,,111,438380,2464053,750000
845,FINANCIAL SERVICES: OTHERS,Deap Capital Management & Trust Plc,DEAPCAP,48,2019,1,2019:Q1,DEC,3,,-6275,-6275,,111,439186,2481423,750000
846,FINANCIAL SERVICES: OTHERS,Deap Capital Management & Trust Plc,DEAPCAP,48,2019,2,2019:Q2,MAR,6,,-17334,-17334,,111,438380,2481388,750000
848,FINANCIAL SERVICES: OTHERS,Deap Capital Management & Trust Plc,DEAPCAP,48,2019,3,2019:Q3,JUN,9,,-26243,-26243,,111,438380,2490297,750000
849,FINANCIAL SERVICES: OTHERS,Deap Capital Management & Trust Plc,DEAPCAP,48,2019,4,2019:Q4,DEC,12,,-10289,-10289,,111,438380,2474341,750000
850,FINANCIAL SERVICES: OTHERS,Deap Capital Management & Trust Plc,DEAPCAP,48,2020,1,2020:Q1,DEC,3,,-6725,-6725,-6725,111,439186,2481423,750000
847,FINANCIAL SERVICES: OTHERS,Deap Capital Management & Trust Plc,DEAPCAP,48,2020,2,2020:Q2,MAR,6,,-28123,-28123,,111,439019,2503109,750000
851,FINANCIAL SERVICES: OTHERS,Deap Capital Management & Trust Plc,DEAPCAP,48,2020,3,2020:Q3,JUN,9,,39180,-39180,-39180,111,439087,2514229,750000
852,FINANCIAL SERVICES: BANKING,Diamond Bank Plc,DIAMONDBNK,49,2015,1,2015:Q1,MAR,3,51537360,8367252,7167543,9242631,55604410,1869548179,1651248139,11580195
853,FINANCIAL SERVICES: BANKING,Diamond Bank Plc,DIAMONDBNK,49,2015,2,2015:Q2,JUN,6,105069009,14193388,12154788,14406740,55467628,1830700755,1609582697,11580195
854,FINANCIAL SERVICES: BANKING,Diamond Bank Plc,DIAMONDBNK,49,2015,3,2015:Q3,SEP,9,156542908,18595064,15967299,17902563,59062792,1767897799,1543284078,11580195
855,FINANCIAL SERVICES: BANKING,Diamond Bank Plc,DIAMONDBNK,49,2015,4,2015:Q4,DEC,12,217091803,7092731,5656623,7900727,62396081,1753232280,1538622825,11580195
856,FINANCIAL SERVICES: BANKING,Diamond Bank Plc,DIAMONDBNK,49,2016,1,2016:Q1,MAR,3,52465583,6693962,5760441,5788566,62454158,1821556004,1601145318,11580195
857,FINANCIAL SERVICES: BANKING,Diamond Bank Plc,DIAMONDBNK,49,2016,2,2016:Q2,JUN,6,98239293,10485826,9053787,16326096,64091606,1970644064,1739577704,11580195
858,FINANCIAL SERVICES: BANKING,Diamond Bank Plc,DIAMONDBNK,49,2016,3,2016:Q3,SEP,9,151108763,3892258,3511128,13187195,67067885,2050023961,1822048177,11580195
859,FINANCIAL SERVICES: BANKING,Diamond Bank Plc,DIAMONDBNK,49,2016,4,2016:Q4,DEC,12,212412211,5034137,3498965,12098508,67146137,2049798756,1823090793,11580195
860,FINANCIAL SERVICES: BANKING,Diamond Bank Plc,DIAMONDBNK,49,2017,1,2017:Q1,MAR,3,56989737,5049893,4288341,4599751,68149215,2075268831,1842914912,11580195
861,FINANCIAL SERVICES: BANKING,Diamond Bank Plc,DIAMONDBNK,49,2017,2,2017:Q2,JUN,6,97895026,9517343,8023243,4004135,69385978,2065733561,1827587997,11580195
862,FINANCIAL SERVICES: BANKING,Diamond Bank Plc,DIAMONDBNK,49,2017,3,2017:Q3,SEP,9,143653208,4780639,3901671,403078,71524780,1995471990,1750589034,11580195
863,FINANCIAL SERVICES: BANKING,Diamond Bank Plc,DIAMONDBNK,49,2018,1,2018:Q1,MAR,3,48446817,1252902,784957,1092531,65670145,1680279730,1458351154,11580195
864,FINANCIAL SERVICES: BANKING,Diamond Bank Plc,DIAMONDBNK,49,2018,2,2018:Q2,JUN,6,98503369,2919940,2449665,650986,66653773,1587502760,1366015728,11580195
865,FINANCIAL SERVICES: BANKING,Diamond Bank Plc,DIAMONDBNK,49,2018,3,2018:Q3,SEP,9,142538057,3084758,1654294,779430,68210122,1554928244,1333312766,11580195
866,CONSUMER GOODS,DN Tyre and Rubber Plc,DUNLOP,50,2015,2,2015:Q2,MAR,6,54364,-39786,511029,,119459,930243,970891,2386335
867,CONSUMER GOODS,DN Tyre and Rubber Plc,DUNLOP,50,2015,3,2015:Q3,JUN,9,66405,469920,469920,,118569,906510,1000268,2386335
868,ICT,eTranzact International Plc,ETRANZACT,51,2015,1,2015:Q1,MAR,3,2075967,236541,156211,156211,324478,4843168,1691553,2100000
869,ICT,eTranzact International Plc,ETRANZACT,51,2015,2,2015:Q2,JUN,6,4091785,480838,286632,286632,353089,5069321,1757620,2100000
870,ICT,eTranzact International Plc,ETRANZACT,51,2015,3,2015:Q3,SEP,9,6319676,852811,541387,541387,356274,5169468,1854596,2100000
871,ICT,eTranzact International Plc,ETRANZACT,51,2015,4,2015:Q4,DEC,12,8671880,1063945,704704,704704,374717,5833876,2355687,2100000
872,ICT,eTranzact International Plc,ETRANZACT,51,2016,1,2016:Q1,MAR,3,2264309,218315,148454,148454,479725,5878864,2247859,2100000
873,ICT,eTranzact International Plc,ETRANZACT,51,2016,2,2016:Q2,JUN,6,4919692,727803,494906,494906,526135,6632222,2662077,2100000
874,ICT,eTranzact International Plc,ETRANZACT,51,2016,3,2016:Q3,SEP,3,2502893,254557,178656,178656,507033,5963367,2234566,2100000
875,ICT,eTranzact International Plc,ETRANZACT,51,2016,4,2016:Q4,DEC,12,10404501,865131,449486,449486,584653,6911266,3403592,2100000
876,ICT,eTranzact International Plc,ETRANZACT,51,2017,1,2017:Q1,MAR,3,2837435,190803,129746,129746,573066,6883695,3290700,2100000
877,ICT,eTranzact International Plc,ETRANZACT,51,2017,2,2017:Q2,JUN,6,5717698,297296,202161,202161,663417,7316637,3598244,2100000
878,ICT,eTranzact International Plc,ETRANZACT,51,2017,3,2017:Q3,SEP,9,8628186,261799,178023,178023,518078,7422047,4127788,2100000
879,ICT,eTranzact International Plc,ETRANZACT,51,2017,4,2017:Q4,DEC,12,11681743,292200,208404,208404,558950,6243036,2946956,2100000
880,ICT,eTranzact International Plc,ETRANZACT,51,2018,1,2018:Q1,MAR,3,3391786,23370,15892,15892,632256,6120749,2762537,2100000
881,ICT,eTranzact International Plc,ETRANZACT,51,2018,2,2018:Q2,JUN,6,7579719,-208430,-208430,-208430,608590,5837749,2750099,2100000
882,ICT,eTranzact International Plc,ETRANZACT,51,2018,3,2018:Q3,SEP,9,12852786,-705890,-705890,-705890,561872,6076130,3485941,2100000
883,ICT,eTranzact International Plc,ETRANZACT,51,2018,4,2018:Q4,DEC,12,18621653,-3277447,-3136413,-3136413,622404,5967399,5807732,2100000
884,ICT,eTranzact International Plc,ETRANZACT,51,2019,1,2019:Q1,MAR,3,5592964,133465,90756,90756,587124,6044184,5793761,2100000
885,ICT,eTranzact International Plc,ETRANZACT,51,2019,2,2019:Q2,JUN,6,6473686,141314,96093,96093,545060,5966793,5620276,2100000
886,ICT,eTranzact International Plc,ETRANZACT,51,2019,3,2019:Q3,SEP,9,18571310,211796,144021,144021,546715,5806196,5502508,21000000
887,ICT,eTranzact International Plc,ETRANZACT,51,2019,4,2019:Q4,DEC,12,6712148,146745,99786,99786,555991,6766511,6370581,2100000
888,ICT,eTranzact International Plc,ETRANZACT,51,2020,1,2020:Q1,MAR,3,5915379,-182532,-182532,,776687,6735530,6611360,2100000
889,FINANCIAL SERVICES: BANKING,Ecobank Plc,ETI,52,2015,1,2015:Q1,MAR,3,136222876,30519450,24479427,-55956342,170610788,4514090509,4012027874,321983148
890,FINANCIAL SERVICES: BANKING,Ecobank Plc,ETI,52,2015,2,2015:Q2,JUN,6,273992005,61414447,48118623,547187,169295349,4609282205,4092172300,322071789
891,FINANCIAL SERVICES: BANKING,Ecobank Plc,ETI,52,2015,3,2015:Q3,SEP,9,411833393,78665481,60416836,6715950,175478399,4650590996,4122412957,322071789
892,FINANCIAL SERVICES: BANKING,Ecobank Plc,ETI,52,2015,4,2015:Q4,DEC,12,542706397,40589019,21252606,-19871625,178145302,4694296060,4191413362,331905968
893,FINANCIAL SERVICES: BANKING,Ecobank Plc,ETI,52,2016,1,2016:Q1,MAR,3,131394217,20629792,16206308,-5217970,179269805,4610447262,4104911144,331905968
894,FINANCIAL SERVICES: BANKING,Ecobank Plc,ETI,52,2016,2,2016:Q2,JUN,6,273445773,41569474,31081712,-73829886,226151667,5916710508,5318280909,331905968
895,FINANCIAL SERVICES: BANKING,Ecobank Plc,ETI,52,2016,3,2016:Q3,SEP,9,456663895,67597656,51576702,-103579501,240950505,6517052405,5889517970,331905968
896,FINANCIAL SERVICES: BANKING,Ecobank Plc,ETI,52,2016,4,2016:Q4,DEC,12,665001896,-33707558,-52600893,-222475112,262619335,6255847070,5717803280,353626651
897,FINANCIAL SERVICES: BANKING,Ecobank Plc,ETI,52,2017,1,2017:Q1,MAR,3,178387709,22894661,18681785,26056369,265293586,6282250155,5696507177,353626651
898,FINANCIAL SERVICES: BANKING,Ecobank Transnational Incorporated,ETI,52,2017,2,2017:Q2,JUN,6,386821185,46241586,37734985,83877608,273623879,6458042722,5855452148,353626651
899,FINANCIAL SERVICES: BANKING,Ecobank Transnational Incorporated,ETI,52,2017,3,2017:Q3,SEP,9,564724891,69407375,57954797,90062148,277360501,6408083390,5786129491,353511945
900,FINANCIAL SERVICES: BANKING,Ecobank Transnational Incorporated,ETI,52,2017,4,2017:Q4,DEC,12,763633786,88309617,69892891,112988178,282793878,6864070824,6199413426,353511708
901,FINANCIAL SERVICES: BANKING,Ecobank Transnational Incorporated,ETI,52,2018,1,2018:Q1,MAR,3,198615156,33908250,27863491,-13623328,290543690,6837974136,6280004683,353511708
902,FINANCIAL SERVICES: BANKING,Ecobank Transnational Incorporated,ETI,52,2018,2,2018:Q2,JUN,6,384588423,65099333,51552393,18790718,276997270,6613527515,6025757689,353511708
903,FINANCIAL SERVICES: BANKING,Ecobank Transnational Incorporated,ETI,52,2018,3,2018:Q3,SEP,9,572657907,96321169,75514547,50964058,274761945,6700885761,6081243257,353511708
904,FINANCIAL SERVICES: BANKING,Ecobank Transnational Incorporated,ETI,52,2018,4,2018:Q4,DEC,12,773338157,135534498,102168869,93292257,301236950,8223984226,7563911199,353511708
905,FINANCIAL SERVICES: BANKING,Ecobank Transnational Incorporated,ETI,52,2019,1,2019:Q1,MAR,3,199448108,37091337,30587138,-7358244,323655199,7840447793,7189357868,353511708
906,FINANCIAL SERVICES: BANKING,Ecobank Transnational Incorporated,ETI,52,2019,2,2019:Q2,JUN,6,339825337,73433909,59491516,-1665469,338569560,8086388698,7435072586,353511708
907,FINANCIAL SERVICES: BANKING,Ecobank Transnational Incorporated,ETI,52,2019,3,2019:Q3,SEP,9,610866075,109485686,78838211,147628,292403497,8172834277,7512613622,353511708
908,FINANCIAL SERVICES: BANKING,Ecobank Transnational Incorporated,ETI,52,2020,1,2020:Q1,MAR,3,168082193,33026128,24694584,15583592,316113388,8973736791,8271014455,353511708
909,FINANCIAL SERVICES: BANKING,Ecobank Transnational Incorporated,ETI,52,2020,2,2020:Q2,JUN,6,391589734,64133344,48534695,59093845,312207032,9392139055,8649403856,353511708
910,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2014,4,2014:Q4,DEC,12,1303585.802,185592.933,156708.608,156708.608,1622461.659,3465630.409,1121770.595,249300.454
911,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2015,4,2015:Q4,DEC,12,1370946.938,175729.481,146929.096,,1600985.51,3662008.975,1932211.433,249300.454
912,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2016,4,2016:Q4,DEC,12,1352347.969,96545.976,79600.69,79600.69,1612912.801,3819833.459,2010435.227,249300.454
913,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2017,1,2017:Q1,SEP,3,319403.073,18713.291,17213.291,,2629729.253,3855453.09,1987610.484,249300.454
914,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2017,2,2017:Q2,JUN,6,737484.853,110017.71,109517.71,,2600781.368,4016781.188,2097865.624,249300.454
915,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2017,3,2017:Q3,SEP,9,1130853.627,165651.449,159651.449,,2618155.981,3951187.178,1982137.498,249300.454
916,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2017,4,2017:Q4,DEC,12,1485458,-970735,-1212036,1673744,5882493,6086196,2603056,249300
917,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2018,1,2018:Q1,MAR,3,362234.734,-66511.205,-66511.203,,5934135,6988252,3571622,249300
918,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2018,2,2018:Q2,JUN,6,772825.539,-104563.168,-104563.168,,5882493,6993968,3615390,249300
919,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2018,3,2018:Q3,SEP,9,1117639.329,-66147.209,-66147.209,,5882493,6985376,3568382,249300
920,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2018,4,2018:Q4,DEC,12,1472720,-225735,-328468,-328468,5652111,5953075,2798403,249300
921,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2019,1,2019:Q1,MAR,3,332147.427,-53920.333,-53920.333,,6057492.216,6377752.915,3289257.936,249300.454
922,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2019,2,2019:Q2,JUN,6,658995,-97726,-97726,,5933991,6373982,3317036,249300
923,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2019,3,2019:Q3,SEP,9,975964,-124769,-124769,,5952953,6397132,3367229,249300
924,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2019,4,2019:Q4,DEC,12,1277416,-225717,-225717,-225717,5946889,6316931,3387976,249300
925,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2020,1,2020:Q1,MAR,3,273599,-75890,-75890,,5866295,6322067,3557066,249300
926,HEALTHCARE,Ekocorp Plc,EKOCORP,53,2020,2,2020:Q2,JUN,6,501555,-154199,-154199,,5882695,6270909,3584217,249300
927,AGRICULTURE,Ellah Lakes Plc,ELLAHLAKES,54,2015,1,2015:Q1,OCT,3,15222.35,-5702.17,-5702.17,,1091047.937,1182560.241,645873.973,60000
928,AGRICULTURE,Ellah Lakes Plc,ELLAHLAKES,54,2015,2,2015:Q2,JAN,6,21824.805,-6933.695,-6933.695,,1092461.429,1183239.722,638482.717,60000
929,AGRICULTURE,Ellah Lakes Plc,ELLAHLAKES,54,2015,3,2015:Q3,APR,9,37025.205,-14205.371,-14205.371,,1093874.921,1189370.04,625457.43,60000
930,AGRICULTURE,Ellah Lakes Plc,ELLAHLAKES,54,2015,4,2015:Q4,JUL,12,72212.376,-34729.542,-34729.542,,1093452.298,1180871.155,638482.716,60000
931,AGRICULTURE,Ellah Lakes Plc,ELLAHLAKES,54,2016,2,2016:Q2,JAN,6,28906.79,-9426.787,-9426.787,,1087512.425,1183239.722,650278.071,60000
932,AGRICULTURE,Ellah Lakes Plc,ELLAHLAKES,54,2016,3,2016:Q3,APR,9,43596.32,-16019.887,-16019.887,,1084081.913,1183982.279,657613.728,60000
933,AGRICULTURE,Ellah Lakes Plc,ELLAHLAKES,54,2017,4,2017:Q4,JUL,12,20774.577,-5960.801,-5960.801,-5960.801,1059017.286,1166618.918,657936.193,60000
934,AGRICULTURE,Ellah Lakes Plc,ELLAHLAKES,54,2018,1,2018:Q1,OCT,3,762.74,,,,1047926.969,1153880.122,657958.538,60000
